country,product,value,rca,eci,coi,pci,cog,density,Dpt_name,rca2,rpca
Amazonas,111,57.34548,0,-0.438708958432116,0.0485691218482596,-1.25840050927301,-1.95330250192984,0.238285771398954,Amazonas,0.10596278590318102,0.09703210848822305
Amazonas,113,240.33914,0,-0.438708958432116,0.0485691218482596,-1.18437786772248,-1.71622572144215,0.223730603339671,Amazonas,0.17427528080718532,0.1595871400507477
Amazonas,121,161.14625,0,-0.438708958432116,0.0485691218482596,-0.694027233167825,-1.24930304907633,0.219489267741966,Amazonas,0.2370411931324596,0.21706306201898537
Amazonas,161,181.6251,0,-0.438708958432116,0.0485691218482596,-1.25002951355985,-1.75770067876739,0.222208387672205,Amazonas,0.09121850843976206,0.0835304973497792
Amazonas,312,98.09873,0,-0.438708958432116,0.0485691218482596,-1.65792514655061,-2.07842600198974,0.276521241369906,Amazonas,0.6232363702206979,0.5707092218613107
Amazonas,322,258.6036,1,-0.438708958432116,0.0485691218482596,-0.987147746139951,-0.250523896488599,0.252605239932378,Amazonas,3.878454391300521,3.551573357151603
Amazonas,610,106.4031,0,-0.438708958432116,0.0485691218482596,-0.192788871004536,0.161052094753466,0.190031852011828,Amazonas,0.37383853767459096,0.34233095360350096
Amazonas,1081,466.31049,0,-0.438708958432116,0.0485691218482596,-0.420303542446006,-0.704870645431906,0.221658207752795,Amazonas,0.68146706356482,0.62403215883159735
Amazonas,1103,65.91512,0,-0.438708958432116,0.0485691218482596,0.342177316059312,0.862463665578968,0.148703365710942,Amazonas,0.6591675766887944,0.6036121008712181
Amazonas,1104,248.92107,1,-0.438708958432116,0.0485691218482596,-0.803437215257057,-0.250523896488599,0.247333516314402,Amazonas,1.5948017846810179,1.460389876213463
Amazonas,1410,273.87527,0,-0.438708958432116,0.0485691218482596,0.538919572272953,0.571900300639803,0.117120261379777,Amazonas,0.13317016188502706,0.12194641246247431
Amazonas,1811,77.3764,0,-0.438708958432116,0.0485691218482596,1.29415207661804,2.22624730419614,0.112175954995813,Amazonas,0.38336225267948665,0.351051997880407
Amazonas,2511,68.09356,0,-0.438708958432116,0.0485691218482596,-0.346549383855801,-0.679003919168183,0.205760054894343,Amazonas,0.30066967351988133,0.27532885372376664
Amazonas,2592,72.15502,1,-0.438708958432116,0.0485691218482596,-0.948512965928603,-0.250523896488599,0.284542396046624,Amazonas,1.8236994437883733,1.6699957515393442
Amazonas,3110,466.1954,0,-0.438708958432116,0.0485691218482596,-0.327030363396759,-0.634378283844307,0.178870664898474,Amazonas,0.5562514251923117,0.5093698525943415
Amazonas,3210,138.9638,0,-0.438708958432116,0.0485691218482596,0.218881953343328,0.667508833481108,0.163393001008059,Amazonas,0.6514453981994447,0.5965407573371906
Amazonas,3290,62.89301,0,-0.438708958432116,0.0485691218482596,0.120891404986226,0.0403873180995192,0.149537994210371,Amazonas,0.23424371597722346,0.21450135977129042
Amazonas,3311,97.27203,1,-0.438708958432116,0.0485691218482596,-0.402979058696436,-0.250523896488599,0.263730801071035,Amazonas,1.259156692420036,1.153033376210102
Amazonas,3312,41.04819,0,-0.438708958432116,0.0485691218482596,-0.238920864564593,-0.341958198807268,0.193957883168555,Amazonas,0.12824069971241947,0.11743241158712836
Amazonas,3511,481.90412,1,-0.438708958432116,0.0485691218482596,-0.94262279109517,-0.250523896488599,0.299900575846571,Amazonas,2.358154094815201,2.159405889621734
Amazonas,3513,69.60841,0,-0.438708958432116,0.0485691218482596,-0.569237738700191,-0.477131770012179,0.225348713125485,Amazonas,0.5353913793386297,0.490267917749091
Amazonas,3811,180.82184,0,-0.438708958432116,0.0485691218482596,-0.737304934593443,-1.2482210983691,0.220336260776431,Amazonas,0.9864414446472077,0.9033029139281422
Amazonas,3830,257.33454,0,-0.438708958432116,0.0485691218482596,-0.681270271094961,-0.967514223112535,0.223618736188721,Amazonas,0.27200397364673407,0.2490791352374714
Amazonas,4111,3238.65631,0,-0.438708958432116,0.0485691218482596,-0.860845785441727,-1.27965074783022,0.262760557573884,Amazonas,0.7684684239029171,0.7037009346475022
Amazonas,4210,52.09739,0,-0.438708958432116,0.0485691218482596,-0.879267335412143,-1.26861561588506,0.26200528099759,Amazonas,0.05473147040638092,0.05011863296086192
Amazonas,4290,79.1829,0,-0.438708958432116,0.0485691218482596,-1.16014550145104,-1.59234313695393,0.281129562995638,Amazonas,0.07886313816772565,0.07221645328770802
