fecha,clae3,empresas
2014-04-01,105,37
2014-04-01,106,61
2014-04-01,107,169
2014-04-01,108,24
2014-04-01,109,3
2014-04-01,110,166
2014-04-01,120,7
2014-04-01,131,44
2014-04-01,139,58
2014-04-01,141,41
2014-04-01,142,-99
2014-04-01,143,9
2014-04-01,151,50
2014-04-01,152,28
2014-04-01,161,18
2014-04-01,162,24
2014-04-01,170,66
2014-04-01,181,24
2014-04-01,182,-99
2014-04-01,191,4
2014-04-01,192,9
2014-04-01,201,58
2014-04-01,202,220
2014-04-01,203,-99
2014-04-01,210,140
2014-04-01,221,52
2014-04-01,222,225
2014-04-01,231,17
2014-04-01,239,70
2014-04-01,241,32
2014-04-01,242,8
2014-04-01,243,17
2014-04-01,251,20
2014-04-01,252,-99
2014-04-01,259,169
2014-04-01,261,5
2014-04-01,262,6
2014-04-01,263,5
2014-04-01,264,-99
2014-04-01,265,40
2014-04-01,266,38
2014-04-01,267,-99
2014-04-01,271,27
2014-04-01,272,4
2014-04-01,273,14
2014-04-01,274,8
2014-04-01,275,32
2014-04-01,279,46
2014-04-01,281,91
2014-04-01,282,208
2014-04-01,291,11
2014-04-01,292,7
2014-04-01,293,154
2014-04-01,301,-99
2014-04-01,302,3
2014-04-01,303,3
2014-04-01,309,6
2014-04-01,310,22
2014-04-01,321,4
2014-04-01,322,5
2014-04-01,323,6
2014-04-01,324,-99
2014-04-01,329,47
2014-04-01,331,14
2014-04-01,332,-99
2014-04-01,351,4
2014-04-01,381,-99
2014-04-01,382,-99
2014-04-01,410,6
2014-04-01,421,-99
2014-04-01,422,3
2014-04-01,429,4
2014-04-01,432,5
2014-04-01,433,-99
2014-04-01,439,3
2014-04-01,451,4
2014-04-01,452,-99
2014-04-01,453,25
2014-04-01,454,4
2014-04-01,461,58
2014-04-01,462,81
2014-04-01,463,158
2014-04-01,464,148
2014-04-01,465,98
2014-04-01,466,74
2014-04-01,469,93
2014-04-01,471,6
2014-04-01,472,-99
2014-04-01,473,-99
2014-04-01,474,-99
2014-04-01,475,12
2014-04-01,476,10
2014-04-01,477,51
2014-04-01,492,14
2014-04-01,493,-99
2014-04-01,501,-99
2014-04-01,511,-99
2014-04-01,522,9
2014-04-01,523,42
2014-04-01,524,4
2014-04-01,551,-99
2014-04-01,561,4
2014-04-01,581,48
2014-04-01,591,8
2014-04-01,602,3
2014-04-01,619,-99
2014-04-01,620,12
2014-04-01,631,-99
2014-04-01,649,-99
2014-04-01,681,12
2014-04-01,702,23
2014-04-01,711,11
2014-04-01,712,-99
2014-04-01,721,5
2014-04-01,731,-99
2014-04-01,749,-99
2014-04-01,750,-99
2014-04-01,773,8
2014-04-01,774,-99
2014-04-01,812,-99
2014-04-01,821,-99
2014-04-01,823,-99
2014-04-01,829,19
2014-04-01,854,-99
2014-04-01,863,-99
2014-04-01,869,-99
2014-04-01,910,3
2014-04-01,931,-99
2014-04-01,939,-99
2014-04-01,949,6
2014-04-01,960,5
2014-05-01,11,81
2014-05-01,12,100
2014-05-01,13,25
2014-05-01,14,24
2014-05-01,16,8
2014-05-01,17,-99
2014-05-01,21,-99
2014-05-01,22,4
2014-05-01,31,51
2014-05-01,32,-99
2014-05-01,61,7
2014-05-01,62,-99
2014-05-01,72,10
2014-05-01,81,14
2014-05-01,89,17
2014-05-01,91,11
2014-05-01,99,-99
2014-05-01,101,92
2014-05-01,102,65
2014-05-01,103,82
2014-05-01,104,40
2014-05-01,105,31
2014-05-01,106,71
2014-05-01,107,166
2014-05-01,108,23
2014-05-01,109,4
2014-05-01,110,181
2014-05-01,120,6
2014-05-01,131,48
2014-05-01,139,60
2014-05-01,141,48
2014-05-01,142,-99
2014-05-01,143,5
2014-05-01,151,43
2014-05-01,152,21
2014-05-01,161,19
2014-05-01,162,25
2014-05-01,170,62
2014-05-01,181,25
2014-05-01,182,-99
2014-05-01,191,3
2014-05-01,192,9
2014-05-01,201,62
2014-05-01,202,251
2014-05-01,203,-99
2014-05-01,210,146
2014-05-01,221,48
2014-05-01,222,239
2014-05-01,231,21
2014-05-01,239,69
2014-05-01,241,26
2014-05-01,242,8
2014-05-01,243,21
2014-05-01,251,22
2014-05-01,252,-99
2014-05-01,259,204
2014-05-01,261,4
2014-05-01,262,6
2014-05-01,263,4
2014-05-01,264,5
2014-05-01,265,40
2014-05-01,266,38
2014-05-01,267,3
2014-05-01,271,29
2014-05-01,272,4
2014-05-01,273,13
2014-05-01,274,13
2014-05-01,275,34
2014-05-01,279,44
2014-05-01,281,92
2014-05-01,282,229
2014-05-01,291,11
2014-05-01,292,9
2014-05-01,293,175
2014-05-01,301,5
2014-05-01,302,-99
2014-05-01,303,-99
2014-05-01,309,4
2014-05-01,310,27
2014-05-01,321,-99
2014-05-01,322,6
2014-05-01,323,5
2014-05-01,324,5
2014-05-01,329,39
2014-05-01,331,10
2014-05-01,351,5
2014-05-01,381,-99
2014-05-01,382,4
2014-05-01,410,6
2014-05-01,421,6
2014-05-01,422,5
2014-05-01,429,4
2014-05-01,432,7
2014-05-01,433,-99
2014-05-01,439,4
2014-05-01,451,6
2014-05-01,452,-99
2014-05-01,453,33
2014-05-01,454,3
2014-05-01,461,57
2014-05-01,462,80
2014-05-01,463,176
2014-05-01,464,167
2014-05-01,465,101
2014-05-01,466,80
2014-05-01,469,95
2014-05-01,471,6
2014-05-01,472,3
2014-05-01,473,-99
2014-05-01,474,3
2014-05-01,475,13
2014-05-01,476,10
2014-05-01,477,40
2014-05-01,492,14
2014-05-01,493,-99
2014-05-01,501,-99
2014-05-01,511,4
2014-05-01,522,9
2014-05-01,523,33
2014-05-01,524,6
2014-05-01,561,-99
2014-05-01,562,-99
2014-05-01,581,55
2014-05-01,591,10
2014-05-01,602,3
2014-05-01,612,-99
2014-05-01,619,3
2014-05-01,620,16
2014-05-01,649,-99
2014-05-01,681,11
2014-05-01,702,20
2014-05-01,711,16
2014-05-01,712,-99
2014-05-01,721,5
2014-05-01,749,-99
2014-05-01,750,-99
2014-05-01,773,4
2014-05-01,774,-99
2014-05-01,821,-99
2014-05-01,823,-99
2014-05-01,829,24
2014-05-01,851,-99
2014-05-01,853,-99
2014-05-01,854,-99
2014-05-01,863,-99
2014-05-01,869,-99
2014-05-01,900,-99
2014-05-01,920,-99
2014-05-01,939,-99
2014-05-01,949,5
2014-05-01,960,8
2014-05-01,999,3
2014-06-01,11,68
2014-06-01,12,95
2014-06-01,13,25
2014-06-01,14,27
2014-06-01,16,5
2014-06-01,21,-99
2014-06-01,22,4
2014-06-01,31,42
2014-06-01,61,4
2014-06-01,62,-99
2014-06-01,72,10
2014-06-01,81,16
2014-06-01,89,17
2014-06-01,91,14
2014-06-01,99,-99
2014-06-01,101,79
2014-06-01,102,67
2014-06-01,103,82
2014-06-01,104,33
2014-06-01,105,33
2014-06-01,106,64
2014-06-01,107,166
2014-06-01,108,24
2014-06-01,109,4
2014-06-01,110,164
2014-06-01,120,7
2014-06-01,131,49
2014-06-01,139,59
2014-06-01,141,34
2014-06-01,142,-99
2014-06-01,143,8
2014-06-01,151,41
2014-06-01,152,19
2014-06-01,161,16
2014-06-01,162,22
2014-06-01,170,60
2014-06-01,181,23
2014-06-01,182,-99
2014-06-01,191,4
2014-06-01,192,12
2014-06-01,201,58
2014-06-01,202,244
2014-06-01,203,-99
2014-06-01,210,129
2014-06-01,221,39
2014-06-01,222,225
2014-06-01,231,20
2014-06-01,239,70
2014-06-01,241,25
2014-06-01,242,7
2014-06-01,243,21
2014-06-01,251,18
2014-06-01,252,-99
2014-06-01,259,195
2014-06-01,261,-99
2014-06-01,262,8
2014-06-01,263,6
2014-06-01,264,6
2014-06-01,265,37
2014-06-01,266,30
2014-06-01,267,-99
2014-06-01,271,22
2014-06-01,272,4
2014-06-01,273,17
2014-06-01,274,8
2014-06-01,275,27
2014-06-01,279,38
2014-06-01,281,92
2014-06-01,282,207
2014-06-01,291,12
2014-06-01,292,6
2014-06-01,293,154
2014-06-01,301,-99
2014-06-01,302,-99
2014-06-01,309,3
2014-06-01,310,24
2014-06-01,321,-99
2014-06-01,322,6
2014-06-01,323,7
2014-06-01,324,4
2014-06-01,329,43
2014-06-01,331,8
2014-06-01,332,-99
2014-06-01,351,4
2014-06-01,381,-99
2014-06-01,382,3
2014-06-01,410,3
2014-06-01,421,3
2014-06-01,422,3
2014-06-01,429,4
2014-06-01,432,8
2014-06-01,433,-99
2014-06-01,439,3
2014-06-01,451,4
2014-06-01,452,-99
2014-06-01,453,27
2014-06-01,454,3
2014-06-01,461,56
2014-06-01,462,81
2014-06-01,463,167
2014-06-01,464,164
2014-06-01,465,105
2014-06-01,466,72
2014-06-01,469,95
2014-06-01,471,6
2014-06-01,472,3
2014-06-01,473,3
2014-06-01,474,3
2014-06-01,475,8
2014-06-01,476,10
2014-06-01,477,41
2014-06-01,479,-99
2014-06-01,492,16
2014-06-01,493,-99
2014-06-01,501,-99
2014-06-01,502,-99
2014-06-01,511,3
2014-06-01,512,-99
2014-06-01,522,12
2014-06-01,523,31
2014-06-01,524,6
2014-06-01,551,-99
2014-06-01,561,3
2014-06-01,581,48
2014-06-01,591,9
2014-06-01,602,4
2014-06-01,612,-99
2014-06-01,614,-99
2014-06-01,619,-99
2014-06-01,620,11
2014-06-01,631,-99
2014-06-01,641,-99
2014-06-01,649,-99
2014-06-01,681,10
2014-06-01,682,-99
2014-06-01,692,-99
2014-06-01,702,19
2014-06-01,711,7
2014-06-01,721,7
2014-06-01,731,-99
2014-06-01,749,-99
2014-06-01,750,-99
2014-06-01,771,-99
2014-06-01,773,7
2014-06-01,774,-99
2014-06-01,821,3
2014-06-01,823,-99
2014-06-01,829,26
2014-06-01,854,-99
2014-06-01,863,-99
2014-06-01,869,-99
2014-06-01,931,-99
2014-06-01,949,6
2014-06-01,960,6
2014-06-01,999,-99
2014-07-01,11,54
2014-07-01,12,102
2014-07-01,13,26
2014-07-01,14,25
2014-07-01,16,4
2014-07-01,17,-99
2014-07-01,21,4
2014-07-01,22,3
2014-07-01,31,43
2014-07-01,32,-99
2014-07-01,61,5
2014-07-01,62,-99
2014-07-01,71,-99
2014-07-01,72,10
2014-07-01,81,14
2014-07-01,89,18
2014-07-01,91,17
2014-07-01,99,3
2014-07-01,101,83
2014-07-01,102,62
2014-07-01,103,81
2014-07-01,104,38
2014-07-01,105,34
2014-07-01,106,62
2014-07-01,107,169
2014-07-01,108,24
2014-07-01,109,3
2014-07-01,110,166
2014-07-01,120,7
2014-07-01,131,46
2014-07-01,139,61
2014-07-01,141,30
2014-07-01,142,3
2014-07-01,143,4
2014-07-01,151,48
2014-07-01,152,18
2014-07-01,161,17
2014-07-01,162,25
2014-07-01,170,68
2014-07-01,181,23
2014-07-01,182,-99
2014-07-01,191,4
2014-07-01,192,10
2014-07-01,201,55
2014-07-01,202,229
2014-07-01,203,-99
2014-07-01,210,142
2014-07-01,221,45
2014-07-01,222,218
2014-07-01,231,17
2014-07-01,239,70
2014-07-01,241,23
2014-07-01,242,6
2014-07-01,243,20
2014-07-01,251,24
2014-07-01,252,-99
2014-07-01,259,176
2014-07-01,261,6
2014-07-01,262,5
2014-07-01,263,5
2014-07-01,264,3
2014-07-01,265,32
2014-07-01,266,37
2014-07-01,267,4
2014-07-01,271,27
2014-07-01,272,4
2014-07-01,273,15
2014-07-01,274,9
2014-07-01,275,29
2014-07-01,279,46
2014-07-01,281,89
2014-07-01,282,242
2014-07-01,291,12
2014-07-01,292,8
2014-07-01,293,150
2014-07-01,301,4
2014-07-01,302,-99
2014-07-01,303,-99
2014-07-01,310,29
2014-07-01,321,3
2014-07-01,322,5
2014-07-01,323,4
2014-07-01,324,4
2014-07-01,329,46
2014-07-01,331,4
2014-07-01,332,-99
2014-07-01,351,5
2014-07-01,381,-99
2014-07-01,382,3
2014-07-01,410,5
2014-07-01,421,3
2014-07-01,422,4
2014-07-01,429,-99
2014-07-01,432,12
2014-07-01,439,-99
2014-07-01,451,6
2014-07-01,453,32
2014-07-01,454,3
2014-07-01,461,55
2014-07-01,462,83
2014-07-01,463,174
2014-07-01,464,166
2014-07-01,465,92
2014-07-01,466,70
2014-07-01,469,91
2014-07-01,471,5
2014-07-01,472,3
2014-07-01,473,-99
2014-07-01,474,-99
2014-07-01,475,12
2014-07-01,476,15
2014-07-01,477,38
2014-07-01,492,15
2014-07-01,493,-99
2014-07-01,501,-99
2014-07-01,511,-99
2014-07-01,512,-99
2014-07-01,522,7
2014-07-01,523,37
2014-07-01,524,6
2014-07-01,551,-99
2014-07-01,561,-99
2014-07-01,581,64
2014-07-01,591,7
2014-07-01,602,4
2014-07-01,612,-99
2014-07-01,619,-99
2014-07-01,620,19
2014-07-01,631,-99
2014-07-01,649,-99
2014-07-01,681,9
2014-07-01,692,-99
2014-07-01,702,18
2014-07-01,711,13
2014-07-01,721,4
2014-07-01,731,-99
2014-07-01,749,-99
2014-07-01,750,-99
2014-07-01,773,5
2014-07-01,774,-99
2014-07-01,812,-99
2014-07-01,821,-99
2014-07-01,823,-99
2014-07-01,829,19
2014-07-01,851,-99
2014-07-01,854,-99
2014-07-01,863,-99
2014-07-01,869,3
2014-07-01,900,-99
2014-07-01,939,-99
2014-07-01,949,7
2014-07-01,960,4
2014-08-01,11,63
2014-08-01,12,102
2014-08-01,13,22
2014-08-01,14,26
2014-08-01,16,7
2014-08-01,17,-99
2014-08-01,21,3
2014-08-01,22,3
2014-08-01,31,45
2014-08-01,32,-99
2014-08-01,61,6
2014-08-01,62,-99
2014-08-01,71,-99
2014-08-01,72,10
2014-08-01,81,14
2014-08-01,89,20
2014-08-01,91,15
2014-08-01,99,-99
2014-08-01,101,83
2014-08-01,102,65
2014-08-01,103,85
2014-08-01,104,35
2014-08-01,105,39
2014-08-01,106,65
2014-08-01,107,171
2014-08-01,108,27
2014-08-01,109,3
2014-08-01,110,178
2014-08-01,120,8
2014-08-01,131,51
2014-08-01,139,66
2014-08-01,141,35
2014-08-01,142,-99
2014-08-01,143,9
2014-08-01,151,46
2014-08-01,152,21
2014-08-01,161,15
2014-08-01,162,22
2014-08-01,170,70
2014-08-01,181,23
2014-08-01,182,-99
2014-08-01,191,3
2014-08-01,192,12
2014-08-01,201,60
2014-08-01,202,246
2014-08-01,203,-99
2014-08-01,210,150
2014-08-01,221,49
2014-08-01,222,240
2014-08-01,231,16
2014-08-01,239,70
2014-08-01,241,21
2014-08-01,242,8
2014-08-01,243,21
2014-08-01,251,27
2014-08-01,252,-99
2014-08-01,259,188
2014-08-01,261,5
2014-08-01,262,6
2014-08-01,263,7
2014-08-01,264,4
2014-08-01,265,35
2014-08-01,266,38
2014-08-01,267,4
2014-08-01,271,28
2014-08-01,272,3
2014-08-01,273,18
2014-08-01,274,7
2014-08-01,275,29
2014-08-01,279,44
2014-08-01,281,97
2014-08-01,282,211
2014-08-01,291,12
2014-08-01,292,8
2014-08-01,293,168
2014-08-01,301,5
2014-08-01,302,-99
2014-08-01,303,-99
2014-08-01,309,5
2014-08-01,310,20
2014-08-01,321,-99
2014-08-01,322,6
2014-08-01,323,5
2014-08-01,324,5
2014-08-01,329,43
2014-08-01,331,7
2014-08-01,332,-99
2014-08-01,351,-99
2014-08-01,381,-99
2014-08-01,382,3
2014-08-01,410,5
2014-08-01,421,3
2014-08-01,422,3
2014-08-01,429,4
2014-08-01,432,9
2014-08-01,439,3
2014-08-01,451,4
2014-08-01,452,-99
2014-08-01,453,32
2014-08-01,454,5
2014-08-01,461,59
2014-08-01,462,81
2014-08-01,463,157
2014-08-01,464,170
2014-08-01,465,101
2014-08-01,466,79
2014-08-01,469,89
2014-08-01,471,7
2014-08-01,472,5
2014-08-01,473,-99
2014-08-01,474,-99
2014-08-01,475,11
2014-08-01,476,9
2014-08-01,477,48
2014-08-01,478,-99
2014-08-01,479,-99
2014-08-01,492,16
2014-08-01,493,-99
2014-08-01,501,-99
2014-08-01,502,-99
2014-08-01,511,-99
2014-08-01,512,-99
2014-08-01,522,10
2014-08-01,523,39
2014-08-01,524,7
2014-08-01,551,3
2014-08-01,561,3
2014-08-01,562,-99
2014-08-01,581,50
2014-08-01,591,9
2014-08-01,602,-99
2014-08-01,612,-99
2014-08-01,619,-99
2014-08-01,620,9
2014-08-01,649,-99
2014-08-01,681,14
2014-08-01,692,-99
2014-08-01,702,23
2014-08-01,711,13
2014-08-01,721,5
2014-08-01,731,-99
2014-08-01,749,4
2014-08-01,750,-99
2014-08-01,773,4
2014-08-01,774,-99
2014-08-01,801,-99
2014-08-01,821,3
2014-08-01,823,-99
2014-08-01,829,26
2014-08-01,854,-99
2014-08-01,863,-99
2014-08-01,869,5
2014-08-01,900,-99
2014-08-01,910,3
2014-08-01,939,-99
2014-08-01,949,5
2014-08-01,951,-99
2014-08-01,952,-99
2014-08-01,960,4
2014-08-01,999,-99
2014-09-01,11,62
2014-09-01,12,94
2014-09-01,13,30
2014-09-01,14,24
2014-09-01,16,8
2014-09-01,21,-99
2014-09-01,22,3
2014-09-01,31,38
2014-09-01,61,6
2014-09-01,62,3
2014-09-01,71,-99
2014-09-01,72,10
2014-09-01,81,17
2014-09-01,89,20
2014-09-01,91,16
2014-09-01,99,-99
2014-09-01,101,77
2014-09-01,102,63
2014-09-01,103,79
2014-09-01,104,36
2014-09-01,105,35
2014-09-01,106,68
2014-09-01,107,157
2014-09-01,108,27
2014-09-01,109,4
2014-09-01,110,179
2014-09-01,120,6
2014-09-01,131,45
2014-09-01,139,58
2014-09-01,141,39
2014-09-01,142,3
2014-09-01,143,9
2014-09-01,151,40
2014-09-01,152,19
2014-09-01,161,18
2014-09-01,162,24
2014-09-01,170,69
2014-09-01,181,28
2014-09-01,182,-99
2014-09-01,191,4
2014-09-01,192,11
2014-09-01,201,67
2014-09-01,202,227
2014-09-01,203,-99
2014-09-01,210,142
2014-09-01,221,43
2014-09-01,222,239
2014-09-01,231,16
2014-09-01,239,68
2014-09-01,241,31
2014-09-01,242,7
2014-09-01,243,21
2014-09-01,251,23
2014-09-01,252,-99
2014-09-01,259,194
2014-09-01,261,4
2014-09-01,262,7
2014-09-01,263,5
2014-09-01,264,5
2014-09-01,265,38
2014-09-01,266,34
2014-09-01,267,4
2014-09-01,271,30
2014-09-01,272,5
2014-09-01,273,16
2014-09-01,274,9
2014-09-01,275,27
2014-09-01,279,37
2014-09-01,281,89
2014-09-01,282,229
2014-09-01,291,13
2014-09-01,292,10
2014-09-01,293,147
2014-09-01,301,3
2014-09-01,302,-99
2014-09-01,303,-99
2014-09-01,309,3
2014-09-01,310,24
2014-09-01,321,-99
2014-09-01,322,5
2014-09-01,323,6
2014-09-01,324,-99
2014-09-01,329,45
2014-09-01,331,7
2014-09-01,332,-99
2014-09-01,351,4
2014-09-01,381,-99
2014-09-01,382,4
2014-09-01,410,5
2014-09-01,421,-99
2014-09-01,422,7
2014-09-01,429,4
2014-09-01,432,6
2014-09-01,433,-99
2014-09-01,439,-99
2014-09-01,451,8
2014-09-01,452,-99
2014-09-01,453,25
2014-09-01,454,3
2014-09-01,461,60
2014-09-01,462,83
2014-09-01,463,157
2014-09-01,464,169
2014-09-01,465,96
2014-09-01,466,81
2014-09-01,469,96
2014-09-01,471,6
2014-09-01,472,3
2014-09-01,473,-99
2014-09-01,474,-99
2014-09-01,475,10
2014-09-01,476,8
2014-09-01,477,41
2014-09-01,479,-99
2014-09-01,492,13
2014-09-01,493,-99
2014-09-01,501,-99
2014-09-01,511,3
2014-09-01,512,-99
2014-09-01,522,8
2014-09-01,523,46
2014-09-01,524,11
2014-09-01,530,-99
2014-09-01,551,-99
2014-09-01,561,-99
2014-09-01,581,41
2014-09-01,591,7
2014-09-01,602,-99
2014-09-01,612,-99
2014-09-01,619,5
2014-09-01,620,19
2014-09-01,649,-99
2014-09-01,681,15
2014-09-01,682,-99
2014-09-01,692,-99
2014-09-01,702,22
2014-09-01,711,13
2014-09-01,712,-99
2014-09-01,721,4
2014-09-01,731,-99
2014-09-01,749,-99
2014-09-01,750,-99
2014-09-01,773,3
2014-09-01,774,-99
2014-09-01,821,3
2014-09-01,823,-99
2014-09-01,829,21
2014-09-01,854,-99
2014-09-01,863,-99
2014-09-01,869,-99
2014-09-01,900,-99
2014-09-01,939,-99
2014-09-01,949,5
2014-09-01,960,8
2014-10-01,11,62
2014-10-01,12,93
2014-10-01,13,31
2014-10-01,14,37
2014-10-01,16,7
2014-10-01,21,-99
2014-10-01,22,4
2014-10-01,31,36
2014-10-01,32,-99
2014-10-01,61,7
2014-10-01,62,3
2014-10-01,72,11
2014-10-01,81,18
2014-10-01,89,19
2014-10-01,91,11
2014-10-01,99,-99
2014-10-01,101,81
2014-10-01,102,69
2014-10-01,103,78
2014-10-01,104,36
2014-10-01,105,32
2014-10-01,106,62
2014-10-01,107,185
2014-10-01,108,30
2014-10-01,109,4
2014-10-01,110,185
2014-10-01,120,7
2014-10-01,131,51
2014-10-01,139,68
2014-10-01,141,39
2014-10-01,142,-99
2014-10-01,143,9
2014-10-01,151,44
2014-10-01,152,33
2014-10-01,161,19
2014-10-01,162,28
2014-10-01,170,73
2014-10-01,181,30
2014-10-01,182,-99
2014-10-01,191,3
2014-10-01,192,12
2014-10-01,201,61
2014-10-01,202,244
2014-10-01,203,-99
2014-10-01,210,139
2014-10-01,221,43
2014-10-01,222,235
2014-10-01,231,15
2014-10-01,239,76
2014-10-01,241,37
2014-10-01,242,9
2014-10-01,243,16
2014-10-01,251,25
2014-10-01,252,-99
2014-10-01,259,189
2014-10-01,261,5
2014-10-01,262,8
2014-10-01,263,6
2014-10-01,264,5
2014-10-01,265,38
2014-10-01,266,35
2014-10-01,267,-99
2014-10-01,271,29
2014-10-01,272,3
2014-10-01,273,15
2014-10-01,274,9
2014-10-01,275,28
2014-10-01,279,43
2014-10-01,281,95
2014-10-01,282,225
2014-10-01,291,13
2014-10-01,292,11
2014-10-01,293,157
2014-10-01,301,4
2014-10-01,302,3
2014-10-01,303,-99
2014-10-01,309,5
2014-10-01,310,20
2014-10-01,321,5
2014-10-01,322,6
2014-10-01,323,7
2014-10-01,329,41
2014-10-01,331,9
2014-10-01,332,-99
2014-10-01,351,5
2014-10-01,381,-99
2014-10-01,382,3
2014-10-01,410,4
2014-10-01,421,3
2014-10-01,422,-99
2014-10-01,429,-99
2014-10-01,432,5
2014-10-01,433,-99
2014-10-01,439,4
2014-10-01,451,3
2014-10-01,453,32
2014-10-01,454,-99
2014-10-01,461,60
2014-10-01,462,88
2014-10-01,463,159
2014-10-01,464,167
2014-10-01,465,93
2014-10-01,466,87
2014-10-01,469,92
2014-10-01,471,6
2014-10-01,472,7
2014-10-01,473,-99
2014-10-01,474,-99
2014-10-01,475,8
2014-10-01,476,8
2014-10-01,477,44
2014-10-01,492,17
2014-10-01,493,-99
2014-10-01,501,-99
2014-10-01,502,-99
2014-10-01,511,5
2014-10-01,522,12
2014-10-01,523,41
2014-10-01,524,9
2014-10-01,551,-99
2014-10-01,561,-99
2014-10-01,581,48
2014-10-01,591,5
2014-10-01,602,3
2014-10-01,613,-99
2014-10-01,619,3
2014-10-01,620,17
2014-10-01,631,-99
2014-10-01,649,-99
2014-10-01,681,9
2014-10-01,692,-99
2014-10-01,702,19
2014-10-01,711,13
2014-10-01,712,-99
2014-10-01,721,-99
2014-10-01,731,-99
2014-10-01,749,-99
2014-10-01,750,-99
2014-10-01,773,5
2014-10-01,774,-99
2014-10-01,791,-99
2014-10-01,812,-99
2014-10-01,821,3
2014-10-01,823,-99
2014-10-01,829,19
2014-10-01,854,-99
2014-10-01,863,-99
2014-10-01,869,4
2014-10-01,900,-99
2014-10-01,910,-99
2014-10-01,939,-99
2014-10-01,949,4
2014-10-01,951,-99
2014-10-01,952,-99
2014-10-01,960,6
2014-11-01,11,60
2014-11-01,12,109
2014-11-01,13,28
2014-11-01,14,22
2014-11-01,16,11
2014-11-01,17,-99
2014-11-01,21,-99
2014-11-01,22,4
2014-11-01,24,-99
2014-11-01,31,38
2014-11-01,61,7
2014-11-01,62,-99
2014-11-01,71,-99
2014-11-01,72,10
2014-11-01,81,15
2014-11-01,89,19
2014-11-01,91,14
2014-11-01,99,-99
2014-11-01,101,82
2014-11-01,102,67
2014-11-01,103,89
2014-11-01,104,34
2014-11-01,105,35
2014-11-01,106,64
2014-11-01,107,170
2014-11-01,108,29
2014-11-01,109,4
2014-11-01,110,178
2014-11-01,120,7
2014-11-01,131,42
2014-11-01,139,58
2014-11-01,141,43
2014-11-01,143,7
2014-11-01,151,46
2014-11-01,152,23
2014-11-01,161,18
2014-11-01,162,19
2014-11-01,170,68
2014-11-01,181,23
2014-11-01,182,-99
2014-11-01,191,4
2014-11-01,192,10
2014-11-01,201,59
2014-11-01,202,240
2014-11-01,203,-99
2014-11-01,210,143
2014-11-01,221,37
2014-11-01,222,231
2014-11-01,231,17
2014-11-01,239,69
2014-11-01,241,25
2014-11-01,242,8
2014-11-01,243,20
2014-11-01,251,20
2014-11-01,252,-99
2014-11-01,259,179
2014-11-01,261,4
2014-11-01,262,4
2014-11-01,263,6
2014-11-01,264,5
2014-11-01,265,31
2014-11-01,266,40
2014-11-01,267,3
2014-11-01,271,28
2014-11-01,272,3
2014-11-01,273,15
2014-11-01,274,12
2014-11-01,275,26
2014-11-01,279,38
2014-11-01,281,102
2014-11-01,282,212
2014-11-01,291,12
2014-11-01,292,11
2014-11-01,293,145
2014-11-01,301,5
2014-11-01,302,-99
2014-11-01,303,-99
2014-11-01,309,4
2014-11-01,310,25
2014-11-01,321,-99
2014-11-01,322,6
2014-11-01,323,6
2014-11-01,324,-99
2014-11-01,329,47
2014-11-01,331,6
2014-11-01,332,-99
2014-11-01,351,5
2014-11-01,381,-99
2014-11-01,382,5
2014-11-01,410,4
2014-11-01,421,-99
2014-11-01,422,5
2014-11-01,429,-99
2014-11-01,432,7
2014-11-01,439,5
2014-11-01,451,4
2014-11-01,452,-99
2014-11-01,453,24
2014-11-01,454,3
2014-11-01,461,53
2014-11-01,462,81
2014-11-01,463,152
2014-11-01,464,175
2014-11-01,465,88
2014-11-01,466,68
2014-11-01,469,103
2014-11-01,471,6
2014-11-01,472,5
2014-11-01,473,-99
2014-11-01,474,-99
2014-11-01,475,15
2014-11-01,476,8
2014-11-01,477,46
2014-11-01,478,-99
2014-11-01,479,3
2014-11-01,492,13
2014-11-01,493,-99
2014-11-01,501,-99
2014-11-01,511,-99
2014-11-01,522,10
2014-11-01,523,39
2014-11-01,524,9
2014-11-01,551,-99
2014-11-01,561,3
2014-11-01,581,43
2014-11-01,591,7
2014-11-01,602,-99
2014-11-01,612,-99
2014-11-01,619,3
2014-11-01,620,13
2014-11-01,631,-99
2014-11-01,649,-99
2014-11-01,681,10
2014-11-01,692,-99
2014-11-01,702,19
2014-11-01,711,14
2014-11-01,712,-99
2014-11-01,721,7
2014-11-01,731,3
2014-11-01,749,-99
2014-11-01,750,-99
2014-11-01,773,7
2014-11-01,774,-99
2014-11-01,821,-99
2014-11-01,823,-99
2014-11-01,829,24
2014-11-01,851,-99
2014-11-01,854,-99
2014-11-01,863,-99
2014-11-01,869,4
2014-11-01,900,-99
2014-11-01,920,-99
2014-11-01,931,-99
2014-11-01,939,-99
2014-11-01,949,9
2014-11-01,951,-99
2014-11-01,960,4
2014-12-01,11,73
2014-12-01,12,106
2014-12-01,13,18
2014-12-01,14,34
2014-12-01,16,8
2014-12-01,17,-99
2014-12-01,21,-99
2014-12-01,22,4
2014-12-01,31,36
2014-12-01,32,-99
2014-12-01,61,6
2014-12-01,62,3
2014-12-01,72,11
2014-12-01,81,16
2014-12-01,89,19
2014-12-01,91,17
2014-12-01,99,-99
2014-12-01,101,81
2014-12-01,102,69
2014-12-01,103,83
2014-12-01,104,36
2014-12-01,105,34
2014-12-01,106,65
2014-12-01,107,162
2014-12-01,108,27
2014-12-01,109,5
